#	top	0.001
08578517	_derivationally_related_form	02661574
02661574	_derivationally_related_form	08578517
01076863	_hypernym	01076488
anomaly:	11416534	_derivationally_related_form	01790383
anomaly:	14035298	_hypernym	06427831
anomaly:	08765315	_instance_hypernym	11856981
anomaly:	01854132	_derivationally_related_form	11720353
anomaly:	09824135	_hypernym	00235368
anomaly:	00927430	_derivationally_related_form	12198140
anomaly:	14160179	_hypernym	02327200
anomaly:	01209135	_verb_group	00879356
anomaly:	01562061	_hypernym	00034213
anomaly:	14886579	_hypernym	07412092
anomaly:	01176567	_hypernym	10071332
anomaly:	05651680	_derivationally_related_form	01479643
anomaly:	00093327	_derivationally_related_form	11732857
anomaly:	10262183	_hypernym	05404336
anomaly:	02527651	_hypernym	13860281
01008801	_hypernym	00939628
anomaly:	02340360	_derivationally_related_form	00428583
00312648	_derivationally_related_form	13984082
anomaly:	14461679	_hypernym	12074408
anomaly:	13899804	_hypernym	04901326
anomaly:	01298797	_instance_hypernym	00738747
anomaly:	00184802	_hypernym	02603673
02463205	_derivationally_related_form	02347220
anomaly:	01966204	_hypernym	08211290
anomaly:	07423899	_hypernym	07578879
anomaly:	09087599	_derivationally_related_form	01835496
anomaly:	07029247	_derivationally_related_form	00139908
00555325	_derivationally_related_form	02715595
anomaly:	00947857	_hypernym	09437454
01745377	_hypernym	01745141
anomaly:	02949511	_derivationally_related_form	10740219
04889337	_hypernym	04889162
anomaly:	02835887	_derivationally_related_form	02280132
anomaly:	13376012	_hypernym	00019448
02715595	_derivationally_related_form	00555325
anomaly:	02953673	_hypernym	05729036
anomaly:	02672859	_hypernym	00952963
anomaly:	02224466	_hypernym	11236317
anomaly:	00744916	_derivationally_related_form	01454810
07146300	_hypernym	07145508
anomaly:	02260362	_derivationally_related_form	06232880
anomaly:	04373894	_derivationally_related_form	02535896
anomaly:	09863749	_hypernym	12075495
anomaly:	06833890	_hypernym	00049003
anomaly:	05779116	_derivationally_related_form	11779300
00253395	_hypernym	00252430
anomaly:	00061595	_derivationally_related_form	12904720
anomaly:	11492014	_hypernym	01641914
anomaly:	12468081	_derivationally_related_form	02117232
anomaly:	05809192	_hypernym	01310660
anomaly:	00884540	_hypernym	04682462
anomaly:	00253277	_hypernym	05028700
01652139	_also_see	02663340
anomaly:	04101497	_derivationally_related_form	05148699
anomaly:	04010205	_derivationally_related_form	00952214
anomaly:	02311260	_derivationally_related_form	07553964
anomaly:	02475821	_hypernym	10347446
anomaly:	14580090	_derivationally_related_form	01845229
anomaly:	00810729	_derivationally_related_form	02220461
anomaly:	03773035	_hypernym	11169418
anomaly:	01915414	_derivationally_related_form	00034574
anomaly:	01288201	_derivationally_related_form	12482031
anomaly:	12839409	_member_meronym	09044190
anomaly:	04022434	_derivationally_related_form	00870453
anomaly:	12549976	_derivationally_related_form	01963130
anomaly:	00753685	_derivationally_related_form	00268314
00859758	_hypernym	00859325
anomaly:	07710007	_derivationally_related_form	00004227
anomaly:	08961630	_derivationally_related_form	01564144
02451912	_instance_hypernym	02451575
anomaly:	10226060	_synset_domain_topic_of	00817311
anomaly:	02142993	_derivationally_related_form	02697725
05059830	_derivationally_related_form	02369633
anomaly:	02091885	_hypernym	05020358
04625284	_hypernym	04624959
anomaly:	00056912	_synset_domain_topic_of	12240335
anomaly:	01309143	_derivationally_related_form	01640550
anomaly:	11168974	_derivationally_related_form	01313411
anomaly:	15010703	_derivationally_related_form	02198014
anomaly:	13741022	_derivationally_related_form	15226214
anomaly:	01973759	_derivationally_related_form	01504625
anomaly:	09713108	_hypernym	05982152
anomaly:	08800676	_member_meronym	02613181
00514658	_hypernym	00514128
anomaly:	08822855	_member_meronym	02159955
anomaly:	01407904	_derivationally_related_form	12612913
anomaly:	01312810	_hypernym	04776699
anomaly:	03200357	_hypernym	00214951
anomaly:	11088059	_instance_hypernym	00920336
anomaly:	04400499	_derivationally_related_form	03255648
08596336	_hypernym	08678783
anomaly:	07767847	_derivationally_related_form	04593866
02357072	_hypernym	02372326
02369633	_derivationally_related_form	05059830
anomaly:	04769456	_hypernym	01856626
anomaly:	06648207	_hypernym	01885724
04879658	_hypernym	04879340
anomaly:	02062670	_derivationally_related_form	09488259
anomaly:	01008378	_hypernym	01948446
anomaly:	13472518	_hypernym	07555184
anomaly:	02368280	_derivationally_related_form	00715868
anomaly:	00051170	_derivationally_related_form	00916464
anomaly:	00769092	_hypernym	00280930
anomaly:	01742680	_derivationally_related_form	01638368
05001089	_hypernym	05000913
anomaly:	13990064	_derivationally_related_form	03975232
07086323	_hypernym	05938976
anomaly:	08764107	_member_meronym	12087961
anomaly:	00847340	_derivationally_related_form	01127215
anomaly:	01122601	_hypernym	09673495
anomaly:	00857923	_hypernym	01140471
anomaly:	01818972	_hypernym	06656741
anomaly:	12307611	_hypernym	04673965
anomaly:	12097396	_hypernym	10340312
anomaly:	01536344	_verb_group	02109045
anomaly:	09756637	_derivationally_related_form	08189659
anomaly:	12094244	_hypernym	01129876
anomaly:	04746842	_has_part	02817031
anomaly:	14702875	_derivationally_related_form	00018526
anomaly:	01843932	_hypernym	05661996
anomaly:	08306959	_derivationally_related_form	09993252
anomaly:	00424869	_hypernym	09815790
anomaly:	02019431	_derivationally_related_form	02468618
anomaly:	01937579	_hypernym	00327362
13992738	_hypernym	13992514
02675458	_hypernym	02665282
11784126	_hypernym	11783920
anomaly:	12588156	_has_part	04021798
anomaly:	01566645	_derivationally_related_form	07183000
anomaly:	07976936	_derivationally_related_form	06065819
anomaly:	02614978	_hypernym	06223669
anomaly:	00764588	_derivationally_related_form	01078783
anomaly:	01219993	_hypernym	14049552
anomaly:	08723006	_has_part	00558008
anomaly:	10674130	_hypernym	06780678
anomaly:	05710860	_hypernym	12100538
06492939	_hypernym	06486874
02663643	_hypernym	02711987
anomaly:	04879092	_derivationally_related_form	02517169
anomaly:	02852920	_derivationally_related_form	05919034
anomaly:	01108627	_derivationally_related_form	02553428
09180967	_hypernym	09180431
01040707	_hypernym	00838043
anomaly:	00431893	_derivationally_related_form	02336129
anomaly:	02907473	_derivationally_related_form	00941990
anomaly:	02894605	_derivationally_related_form	13583724
anomaly:	01319874	_derivationally_related_form	13978344
anomaly:	00286333	_derivationally_related_form	02102002
02115430	_hypernym	02114924
02677797	_hypernym	02677567
12635955	_hypernym	12635744
anomaly:	00967455	_verb_group	00107739
anomaly:	01398682	_hypernym	05788149
00202569	_hypernym	00302130
anomaly:	12431434	_hypernym	00428000
anomaly:	10562968	_derivationally_related_form	09994119
anomaly:	01703341	_member_meronym	13792842
anomaly:	13887056	_derivationally_related_form	02217563
anomaly:	09533498	_derivationally_related_form	05734381
00149583	_also_see	01108627
anomaly:	02628961	_hypernym	02353861
anomaly:	02225492	_derivationally_related_form	00002137
anomaly:	13366537	_hypernym	14485526
00111222	_hypernym	00110964
anomaly:	01276194	_hypernym	14705533
anomaly:	13994456	_hypernym	10217831
anomaly:	11944196	_hypernym	01252566
anomaly:	01543426	_derivationally_related_form	01326730
anomaly:	01891092	_hypernym	01661818
anomaly:	02040273	_derivationally_related_form	02445715
anomaly:	00943281	_hypernym	07970406
anomaly:	12494629	_member_meronym	04288272
anomaly:	12061380	_hypernym	09847010
anomaly:	07222581	_hypernym	00605616
anomaly:	08191230	_member_meronym	12877041
00945255	_hypernym	00957679
00363268	_hypernym	00363110
anomaly:	04634833	_hypernym	10349243
anomaly:	01675963	_derivationally_related_form	00976698
anomaly:	02313495	_hypernym	00097504
01025602	_hypernym	01027174
01906823	_hypernym	02506546
01281611	_hypernym	00090708
07322550	_instance_hypernym	07323231
anomaly:	00339464	_verb_group	00125078
anomaly:	02614181	_derivationally_related_form	01189604
anomaly:	03619396	_derivationally_related_form	10644179
anomaly:	11817329	_hypernym	02262449
anomaly:	10182913	_derivationally_related_form	01912709
anomaly:	11609475	_hypernym	00900207
anomaly:	08143163	_hypernym	07556970
anomaly:	12238913	_hypernym	07787715
anomaly:	07213395	_hypernym	11601177
anomaly:	01696849	_member_meronym	11697560
anomaly:	01575388	_hypernym	04767347
anomaly:	03679986	_member_meronym	02190015
anomaly:	13963970	_hypernym	04951373
anomaly:	05784699	_hypernym	12100538
anomaly:	12092766	_hypernym	02144835
anomaly:	12832140	_hypernym	00475183
anomaly:	02761392	_hypernym	02955767
anomaly:	01439808	_hypernym	03129123
anomaly:	12603959	_hypernym	00614730
04036494	_hypernym	03370020
anomaly:	00885925	_derivationally_related_form	05919034
anomaly:	11774279	_hypernym	06532095
anomaly:	01629589	_also_see	11949707
anomaly:	02363358	_member_meronym	13063936
anomaly:	04307419	_hypernym	08330106
anomaly:	00702418	_hypernym	01290422
02464583	_hypernym	02725714
anomaly:	00653620	_hypernym	01576695
anomaly:	02057478	_member_meronym	11943407
anomaly:	00809654	_derivationally_related_form	06999233
anomaly:	06022291	_derivationally_related_form	07186148
anomaly:	01637166	_derivationally_related_form	07335243
anomaly:	02507464	_derivationally_related_form	10321474
anomaly:	02499434	_verb_group	00975584
anomaly:	11700864	_derivationally_related_form	08173515
anomaly:	13660178	_has_part	13111504
anomaly:	02121511	_hypernym	12815060
anomaly:	00251615	_derivationally_related_form	00669970
anomaly:	07366145	_derivationally_related_form	01662622
13763058	_hypernym	13762836
anomaly:	01929396	_hypernym	01133281
13913849	_hypernym	13863602
anomaly:	01538630	_hypernym	01074498
anomaly:	10071332	_hypernym	02650050
anomaly:	01412085	_member_meronym	11976170
anomaly:	04990220	_derivationally_related_form	02945820
anomaly:	01152583	_derivationally_related_form	06408651
00803208	_hypernym	00802962
anomaly:	01621127	_hypernym	00897241
anomaly:	05912552	_member_meronym	02574093
anomaly:	01746063	_derivationally_related_form	00805524
anomaly:	01815471	_member_meronym	01410109
anomaly:	02301151	_derivationally_related_form	00728393
anomaly:	01932704	_hypernym	00050195
anomaly:	02042046	_hypernym	00657260
anomaly:	04688842	_derivationally_related_form	06171040
anomaly:	02614482	_hypernym	00211110
anomaly:	02360274	_verb_group	02009433
anomaly:	00469651	_hypernym	10725734
anomaly:	02290664	_hypernym	05650579
anomaly:	00156839	_also_see	02284803
anomaly:	14439745	_derivationally_related_form	09797375
anomaly:	13812607	_synset_domain_topic_of	06816106
anomaly:	13151975	_member_meronym	01387617
anomaly:	00208055	_hypernym	10112591
anomaly:	01695259	_member_meronym	12847008
anomaly:	01471070	_member_meronym	13112664
anomaly:	09721244	_derivationally_related_form	10658304
anomaly:	13080471	_hypernym	12514324
anomaly:	02617338	_derivationally_related_form	14215331
anomaly:	01686956	_derivationally_related_form	01762839
anomaly:	12949722	_hypernym	06532095
02047260	_hypernym	02046759
anomaly:	02047807	_also_see	02200341
anomaly:	11731861	_member_meronym	02363681
anomaly:	01076488	_derivationally_related_form	10094584
anomaly:	09851876	_hypernym	05770664
01743909	_derivationally_related_form	04863358
anomaly:	00452512	_derivationally_related_form	00279835
anomaly:	01903385	_derivationally_related_form	10246395
anomaly:	01383511	_derivationally_related_form	02869249
anomaly:	00504901	_derivationally_related_form	01476154
anomaly:	01680137	_member_meronym	12479821
anomaly:	13366912	_derivationally_related_form	13444940
anomaly:	01127245	_derivationally_related_form	07051975
anomaly:	02080482	_has_part	07667326
anomaly:	00256746	_hypernym	06797169
anomaly:	09802050	_hypernym	11573660
anomaly:	00331655	_derivationally_related_form	01315140
anomaly:	02111684	_also_see	01245637
anomaly:	04887497	_derivationally_related_form	00900207
01996574	_also_see	00780191
anomaly:	05890249	_hypernym	02407987
anomaly:	00261604	_derivationally_related_form	00368109
01177505	_hypernym	02061846
02386496	_hypernym	02386310
anomaly:	01648818	_member_meronym	12891093
anomaly:	05801594	_hypernym	04887912
02611002	_hypernym	02610845
anomaly:	00800270	_hypernym	03005920
anomaly:	04208210	_derivationally_related_form	02693895
anomaly:	10736602	_hypernym	03005920
anomaly:	00076323	_hypernym	02203739
anomaly:	00483801	_derivationally_related_form	02020237
anomaly:	12769430	_member_meronym	02552737
anomaly:	01008288	_derivationally_related_form	00378296
04916200	_hypernym	04915866
anomaly:	01314781	_also_see	01997680
anomaly:	00563824	_derivationally_related_form	01369346
anomaly:	02443609	_derivationally_related_form	01627965
13774010	_hypernym	13774115
anomaly:	00830188	_hypernym	01817130
anomaly:	01503061	_derivationally_related_form	00363493
08544125	_hypernym	08524262
anomaly:	12156484	_hypernym	00885217
anomaly:	01593705	_member_meronym	12438977
00273257	_hypernym	00272910
10550551	_hypernym	09847010
anomaly:	01082454	_verb_group	00239321
anomaly:	04735233	_verb_group	00561571
anomaly:	13086908	_hypernym	14801921
anomaly:	00829170	_derivationally_related_form	01557774
02619291	_hypernym	02619122
05120116	_hypernym	05118437
02483564	_hypernym	01323958
13884740	_hypernym	13884511
anomaly:	03648219	_derivationally_related_form	09289331
01170175	_hypernym	01167710
anomaly:	04660981	_derivationally_related_form	04638175
anomaly:	02063516	_member_meronym	01020356
anomaly:	07508486	_derivationally_related_form	10048001
anomaly:	01359432	_derivationally_related_form	02656763
anomaly:	02056971	_derivationally_related_form	00371846
05027837	_hypernym	05027529
anomaly:	02218173	_derivationally_related_form	13809920
02520730	_hypernym	02249438
anomaly:	02667698	_derivationally_related_form	02440244
anomaly:	11504225	_hypernym	04340750
02623194	_also_see	02623346
anomaly:	06539770	_derivationally_related_form	09955015
anomaly:	01641632	_derivationally_related_form	05961867
11737752	_hypernym	11737534
02165754	_hypernym	02165543
anomaly:	01543998	_derivationally_related_form	11515051
anomaly:	00173338	_derivationally_related_form	01970348
04863358	_derivationally_related_form	01743909
anomaly:	05088324	_derivationally_related_form	01477806
06507941	_hypernym	06636524
anomaly:	07786164	_derivationally_related_form	05053688
anomaly:	01866535	_also_see	02660819
04891683	_hypernym	04891333
anomaly:	03478907	_hypernym	05025935
05728024	_has_part	06008896
anomaly:	07259772	_hypernym	10789118
anomaly:	01279631	_derivationally_related_form	01254253
anomaly:	00255710	_derivationally_related_form	00834745
anomaly:	03599351	_derivationally_related_form	01016626
anomaly:	06685456	_derivationally_related_form	01453256
anomaly:	01353169	_derivationally_related_form	07180183
anomaly:	00343334	_derivationally_related_form	01548576
anomaly:	12201456	_hypernym	05289297
anomaly:	04053995	_hypernym	06742426
anomaly:	03036469	_hypernym	02639312
anomaly:	04379243	_hypernym	02367363
anomaly:	07886572	_derivationally_related_form	02464342
anomaly:	00900214	_derivationally_related_form	11450566
